,Video,Start,End,gsrStart,gsrEnd,ValenceStart,ValenceEnd,ArousalStart,ArousalEnd,user,Probe
1464,2,1673034,1678035,7.913,7.846,9.042,9.103,5.831,5.866,1,0
1465,2,1678035,1683034,7.846,7.917,9.103,9.5,5.866,6.312,1,0
1466,2,1683034,1688035,7.917,7.814,9.5,9.357,6.312,6.156,1,0
1467,2,1688035,1693035,7.814,7.783,9.357,9.361,6.156,6.343,1,0
1468,2,1693035,1698036,7.783,7.771,9.361,9.351,6.343,6.301,1,0
1469,2,1698036,1703035,7.771,7.692,9.351,9.359,6.301,6.299,1,1
1470,2,1703035,1708036,7.692,7.645,9.359,9.341,6.299,6.296,1,0
1471,2,1708036,1713036,7.645,7.629,9.341,8.746,6.296,6.398,1,0
1472,2,1713036,1718036,7.629,7.57,8.746,8.741,6.398,6.385,1,0
1473,2,1718036,1723036,7.57,7.511,8.741,8.958,6.385,6.349,1,0
1474,2,1723036,1728037,7.511,7.487,8.958,8.958,6.349,6.362,1,0
1475,2,1728037,1733037,7.487,7.432,8.958,9.408,6.362,6.966,1,0
1476,2,1733037,1738037,7.432,7.373,9.408,9.451,6.966,7.281,1,0
1477,2,1738037,1743037,7.373,7.294,9.451,9.453,7.281,7.31,1,0
1478,2,1743037,1748037,7.294,7.322,9.453,9.453,7.31,7.31,1,0
1479,2,1748037,1753036,7.322,7.326,9.453,9.458,7.31,7.328,1,0
1480,2,1753036,1758037,7.326,7.259,9.458,9.487,7.328,7.356,1,0
1481,2,1758037,1763037,7.259,7.444,9.487,9.487,7.356,7.356,1,0
1482,2,1763037,1768038,7.444,7.452,9.487,9.358,7.356,7.627,1,0
1483,2,1768038,1773037,7.452,7.503,9.358,9.357,7.627,7.599,1,0
1484,2,1773037,1778038,7.503,7.799,9.357,9.348,7.599,7.459,1,0
1485,2,1778038,1783038,7.799,8.989,9.348,9.345,7.459,7.4,1,1
1486,2,1783038,1788038,8.989,9.88,9.345,9.346,7.4,7.294,1,0
1487,2,1788038,1793038,9.88,10.57,9.346,9.359,7.294,6.918,1,1
1488,2,1793038,1798039,10.57,10.724,9.359,9.478,6.918,6.847,1,0
1489,2,1037163,1042163,20.332,20.218,5.0,5.0,5.0,5.011,10,0
1490,2,1042163,1047163,20.218,20.155,5.0,5.0,5.011,5.015,10,0
1491,2,1047163,1052162,20.155,20.048,5.0,5.0,5.015,5.032,10,0
1492,2,1052162,1057162,20.048,20.001,5.0,6.41,5.032,5.154,10,0
1493,2,1057162,1062162,20.001,19.914,6.41,6.471,5.154,5.161,10,0
1494,2,1062162,1067162,19.914,19.812,6.471,6.471,5.161,5.161,10,1
1495,2,1067162,1072161,19.812,19.749,6.471,6.471,5.161,5.161,10,0
1496,2,1072161,1077161,19.749,19.67,6.471,6.471,5.161,5.189,10,0
1497,2,1077161,1082161,19.67,19.571,6.471,5.0,5.189,5.018,10,0
1498,2,1082161,1087160,19.571,19.394,5.0,5.0,5.018,5.03,10,0
1499,2,1087160,1092160,19.394,19.299,5.0,5.0,5.03,5.095,10,1
1500,2,1092160,1097160,19.299,19.248,5.0,5.0,5.095,5.095,10,0
1501,2,1097160,1102160,19.248,19.173,5.0,5.0,5.095,5.095,10,0
1502,2,1102160,1107159,19.173,19.027,5.0,5.0,5.095,5.095,10,0
1503,2,1107159,1112159,19.027,18.932,5.0,5.0,5.095,5.095,10,0
1504,2,1112159,1117159,18.932,18.751,5.0,5.0,5.095,5.0,10,1
1505,2,1117159,1122158,18.751,18.708,5.0,5.0,5.0,5.042,10,0
1506,2,1122158,1127158,18.708,18.542,5.0,5.0,5.042,5.078,10,0
1507,2,1127158,1132158,18.542,18.554,5.0,5.0,5.078,5.092,10,0
1508,2,1132158,1137158,18.554,18.412,5.0,5.0,5.092,5.104,10,0
1509,2,1137158,1142157,18.412,18.38,5.0,5.0,5.104,5.107,10,0
1510,2,1142157,1147157,18.38,18.235,5.0,5.0,5.107,5.117,10,1
1511,2,1147157,1152157,18.235,18.148,5.0,5.0,5.117,5.117,10,0
1512,2,1152157,1157156,18.148,18.022,5.0,6.904,5.117,5.321,10,0
1513,2,1157156,1162156,18.022,17.978,6.904,6.904,5.321,5.347,10,0
1514,2,1162156,1167156,17.978,17.88,6.904,6.904,5.347,5.356,10,0
1515,2,1167156,1172156,17.88,17.773,6.904,6.904,5.356,5.377,10,0
1516,2,1172156,1177155,17.773,17.734,6.904,6.899,5.377,5.377,10,0
1517,2,1177155,1182155,17.734,17.884,6.899,6.899,5.377,5.377,10,0
1518,2,1182155,1187155,17.884,17.742,6.899,7.069,5.377,5.345,10,0
1519,2,1187155,1192154,17.742,17.892,7.069,7.375,5.345,5.319,10,0
1520,2,1192154,1197154,17.892,17.829,7.375,7.364,5.319,5.319,10,0
1521,2,1197154,1202154,17.829,17.86,7.364,7.364,5.319,5.319,10,0
1522,2,1899778,1904777,25.453,25.174,5.0,5.0,4.963,4.938,29,0
1523,2,1904777,1909778,25.174,25.142,5.0,5.0,4.938,4.938,29,0
1524,2,1909778,1914778,25.142,24.98,5.0,5.0,4.938,5.0,29,0
1525,2,1914778,1919778,24.98,24.712,5.0,5.0,5.0,5.0,29,0
1526,2,1919778,1924778,24.712,24.614,5.0,5.0,5.0,5.0,29,0
1527,2,1924778,1929779,24.614,24.633,5.0,5.0,5.0,5.0,29,0
1528,2,1929779,1934779,24.633,24.566,5.0,5.218,5.0,5.0,29,0
1529,2,1934779,1939779,24.566,24.357,5.218,5.529,5.0,5.0,29,0
1530,2,1939779,1944779,24.357,24.448,5.529,5.151,5.0,5.005,29,0
1531,2,1944779,1949780,24.448,24.251,5.151,5.147,5.005,5.205,29,0
1532,2,1949780,1954779,24.251,24.062,5.147,5.144,5.205,5.207,29,0
1533,2,1954779,1959780,24.062,25.134,5.144,5.0,5.207,5.189,29,0
1534,2,1959780,1964780,25.134,25.091,5.0,5.0,5.189,5.0,29,0
1535,2,1964780,1969781,25.091,24.957,5.0,5.0,5.0,5.0,29,0
1536,2,1969781,1974780,24.957,24.811,5.0,5.0,5.0,5.0,29,0
1537,2,1974780,1979781,24.811,24.673,5.0,5.0,5.0,5.0,29,0
1538,2,1979781,1984781,24.673,24.421,5.0,5.0,5.0,5.0,29,0
1539,2,1984781,1989781,24.421,24.326,5.0,5.0,5.0,5.0,29,0
1540,2,1989781,1994781,24.326,24.219,5.0,5.0,5.0,5.0,29,0
1541,2,1994781,1999782,24.219,24.085,5.0,5.0,5.0,5.0,29,0
1542,2,1999782,2004782,24.085,23.995,5.0,5.0,5.0,5.0,29,0
1543,2,2004782,2009782,23.995,24.058,5.0,5.0,5.0,5.0,29,0
1544,2,2009782,2014782,24.058,26.498,5.0,5.0,5.0,5.0,29,1
1545,2,2014782,2019783,26.498,28.422,5.0,5.0,5.0,5.0,29,0
1546,2,2019783,2024782,28.422,29.159,5.0,5.0,5.0,5.0,29,0
1547,2,2024782,2029783,29.159,30.547,5.0,5.117,5.0,5.0,29,1
1548,2,2029783,2034783,30.547,37.392,5.117,6.032,5.0,5.11,29,1
1549,2,2034783,2039784,37.392,38.133,6.032,5.99,5.11,5.334,29,0
1550,2,2039784,2044783,38.133,36.95,5.99,5.964,5.334,5.392,29,0
1551,2,2044783,2049784,36.95,39.087,5.964,6.109,5.392,5.329,29,0
1552,2,2049784,2054784,39.087,38.019,6.109,6.109,5.329,5.342,29,0
1553,2,2054784,2059784,38.019,36.863,6.109,6.109,5.342,5.347,29,1
1554,2,2059784,2064784,36.863,36.118,6.109,6.107,5.347,5.35,29,0
1555,2,1633032,1638032,19.808,19.626,5.177,7.196,6.459,5.862,8,0
1556,2,1638032,1643033,19.626,19.5,7.196,7.583,5.862,5.713,8,0
1557,2,1643033,1648034,19.5,19.307,7.583,7.583,5.713,5.673,8,1
1558,2,1648034,1653033,19.307,19.307,7.583,7.61,5.673,5.58,8,0
1559,2,1653033,1658034,19.307,19.224,7.61,7.61,5.58,5.58,8,0
1560,2,1658034,1663034,19.224,19.169,7.61,7.076,5.58,5.742,8,0
1561,2,1663034,1668035,19.169,18.968,7.076,5.66,5.742,5.78,8,1
1562,2,1668035,1673034,18.968,18.94,5.66,5.592,5.78,5.731,8,0
1563,2,1673034,1678035,18.94,18.739,5.592,5.552,5.731,4.696,8,0
1564,2,1678035,1683035,18.739,18.672,5.552,5.799,4.696,3.531,8,1
1565,2,1683035,1688035,18.672,18.518,5.799,6.084,3.531,4.269,8,0
1566,2,1688035,1693035,18.518,18.507,6.084,8.963,4.269,4.585,8,0
1567,2,1693035,1698036,18.507,18.471,8.963,8.52,4.585,4.856,8,0
1568,2,1698036,1703036,18.471,18.396,8.52,8.557,4.856,5.135,8,0
1569,2,1703036,1708036,18.396,18.345,8.557,9.431,5.135,4.594,8,0
1570,2,1708036,1713036,18.345,18.258,9.431,9.114,4.594,5.099,8,0
1571,2,1713036,1718037,18.258,18.085,9.114,9.114,5.099,5.099,8,1
1572,2,1718037,1723036,18.085,17.939,9.114,9.114,5.099,5.099,8,0
1573,2,1723036,1728037,17.939,17.888,9.114,9.394,5.099,4.775,8,0
1574,2,1728037,1733037,17.888,17.813,9.394,9.353,4.775,5.221,8,0
1575,2,1733037,1738038,17.813,17.655,9.353,9.353,5.221,5.193,8,0
1576,2,1738038,1743037,17.655,17.671,9.353,9.286,5.193,5.136,8,0
1577,2,1743037,1748038,17.671,17.687,9.286,9.446,5.136,5.574,8,0
1578,2,1748038,1753038,17.687,17.923,9.446,9.427,5.574,5.555,8,0
1579,2,1753038,1758038,17.923,17.805,9.427,9.427,5.555,5.555,8,0
1580,2,1758038,1763038,17.805,17.836,9.427,9.427,5.555,5.544,8,0
1581,2,1763038,1768040,17.836,17.746,9.427,9.427,5.544,5.544,8,0
1582,2,1768040,1773039,17.746,17.876,9.427,9.427,5.544,5.552,8,0
1583,2,1773039,1778039,17.876,18.014,9.427,9.147,5.552,5.764,8,0
1584,2,1778039,1783039,18.014,17.876,9.147,9.16,5.764,5.861,8,0
1585,2,1783039,1788040,17.876,17.793,9.16,9.16,5.861,5.831,8,0
1586,2,1788040,1793039,17.793,17.726,9.16,9.167,5.831,5.708,8,0
1587,2,1793039,1798040,17.726,17.939,9.167,9.427,5.708,5.53,8,0
1588,2,1037147,1042146,32.152,31.943,5.0,5.0,5.0,5.0,26,0
1589,2,1042146,1047147,31.943,31.726,5.0,5.081,5.0,5.0,26,0
1590,2,1047147,1052147,31.726,31.576,5.081,6.013,5.0,4.943,26,0
1591,2,1052147,1057148,31.576,31.324,6.013,6.626,4.943,4.972,26,0
1592,2,1057148,1062147,31.324,30.835,6.626,6.626,4.972,4.972,26,0
1593,2,1062147,1067148,30.835,30.311,6.626,6.626,4.972,4.972,26,0
1594,2,1067148,1072148,30.311,29.621,6.626,6.628,4.972,4.972,26,0
1595,2,1072148,1077148,29.621,29.215,6.628,6.628,4.972,4.972,26,1
1596,2,1077148,1082148,29.215,28.58,6.628,6.628,4.972,4.972,26,0
1597,2,1082148,1087149,28.58,27.977,6.628,6.628,4.972,4.972,26,0
1598,2,1087149,1092148,27.977,27.555,6.628,6.484,4.972,4.986,26,0
1599,2,1092148,1097149,27.555,27.066,6.484,6.484,4.986,4.977,26,0
1600,2,1097149,1102149,27.066,26.979,6.484,6.484,4.977,4.977,26,0
1601,2,1102149,1107150,26.979,26.624,6.484,6.484,4.977,4.977,26,0
1602,2,1107150,1112148,26.624,34.064,6.484,6.484,4.977,4.977,26,1
1603,2,1112148,1117149,34.064,39.367,6.484,7.702,4.977,4.856,26,1
1604,2,1117149,1122149,39.367,42.691,7.702,8.464,4.856,4.946,26,0
1605,2,1122149,1127149,42.691,43.893,8.464,8.464,4.946,4.964,26,1
1606,2,1127149,1132149,43.893,46.203,8.464,8.636,4.964,5.059,26,0
1607,2,1132149,1137150,46.203,45.651,8.636,8.643,5.059,5.062,26,0
1608,2,1137150,1142150,45.651,46.006,8.643,9.076,5.062,6.117,26,0
1609,2,1142150,1147150,46.006,46.069,9.076,9.101,6.117,6.252,26,0
1610,2,1147150,1152150,46.069,46.471,9.101,9.126,6.252,6.314,26,0
1611,2,1152150,1157151,46.471,46.038,9.126,9.168,6.314,6.526,26,0
1612,2,1157151,1162150,46.038,44.563,9.168,9.195,6.526,6.634,26,0
1613,2,1162150,1167151,44.563,47.489,9.195,9.2,6.634,6.643,26,0
1614,2,1167151,1172151,47.489,45.525,9.2,9.212,6.643,6.673,26,0
1615,2,1172151,1177152,45.525,44.528,9.212,9.234,6.673,6.717,26,0
1616,2,1177152,1182151,44.528,46.905,9.234,9.241,6.717,6.831,26,0
1617,2,1182151,1187152,46.905,45.241,9.241,9.241,6.831,6.831,26,0
1618,2,1187152,1192152,45.241,45.107,9.241,9.241,6.831,6.831,26,0
1619,2,1192152,1197152,45.107,44.279,9.241,9.238,6.831,6.796,26,0
1620,2,1197152,1202152,44.279,44.023,9.238,9.247,6.796,6.744,26,0
1621,2,770382,775337,30.252,28.986,5.0,5.0,5.0,5.0,20,0
1622,2,775337,780382,28.986,28.245,5.0,5.0,5.0,5.0,20,1
1623,2,780382,785383,28.245,27.886,5.0,5.0,5.0,5.0,20,0
1624,2,785383,790383,27.886,27.898,5.0,5.849,5.0,4.664,20,0
1625,2,790383,795384,27.898,27.515,5.849,6.021,4.664,4.758,20,0
1626,2,795384,800383,27.515,28.134,6.021,6.463,4.758,5.239,20,0
1627,2,800383,805384,28.134,29.337,6.463,6.432,5.239,5.215,20,1
1628,2,805384,810384,29.337,28.32,6.432,6.401,5.215,5.215,20,1
1629,2,810384,815384,28.32,27.795,6.401,6.171,5.215,5.215,20,0
1630,2,815384,820384,27.795,27.697,6.171,6.171,5.215,5.215,20,0
1631,2,820384,825385,27.697,27.374,6.171,6.171,5.215,5.188,20,0
1632,2,825385,830385,27.374,27.129,6.171,6.171,5.188,5.188,20,0
1633,2,830385,835385,27.129,26.916,6.171,6.258,5.188,5.057,20,0
1634,2,835385,840385,26.916,26.845,6.258,6.56,5.057,5.167,20,0
1635,2,840385,845387,26.845,27.5,6.56,6.549,5.167,5.156,20,0
1636,2,845387,850385,27.5,26.975,6.549,6.548,5.156,5.156,20,0
1637,2,850385,855386,26.975,26.719,6.548,6.538,5.156,5.156,20,0
1638,2,855386,860386,26.719,26.94,6.538,6.538,5.156,5.154,20,0
1639,2,860386,865387,26.94,27.165,6.538,6.528,5.154,5.154,20,0
1640,2,865387,870386,27.165,26.928,6.528,6.51,5.154,5.265,20,0
1641,2,870386,875387,26.928,26.664,6.51,6.508,5.265,5.638,20,0
1642,2,875387,880387,26.664,27.606,6.508,6.508,5.638,5.638,20,0
1643,2,880387,885387,27.606,27.236,6.508,6.508,5.638,5.696,20,0
1644,2,885387,890387,27.236,27.2,6.508,6.508,5.696,5.726,20,0
1645,2,890387,895388,27.2,26.999,6.508,6.525,5.726,5.81,20,0
1646,2,895388,900388,26.999,27.22,6.525,6.816,5.81,6.297,20,0
1647,2,900388,905388,27.22,27.09,6.816,6.885,6.297,6.651,20,0
1648,2,905388,910388,27.09,28.446,6.885,8.278,6.651,6.48,20,0
1649,2,910388,915389,28.446,28.044,8.278,8.278,6.48,6.604,20,0
1650,2,915389,920388,28.044,27.787,8.278,8.278,6.604,6.604,20,0
1651,2,920388,925389,27.787,27.354,8.278,8.273,6.604,6.604,20,0
1652,2,925389,930389,27.354,27.019,8.273,7.403,6.604,5.868,20,0
1653,2,930389,935390,27.019,29.826,7.403,9.087,5.868,5.123,20,1
1654,2,221546,226546,23.746,23.597,5.0,5.0,5.0,5.0,9,0
1655,2,226546,231546,23.597,23.336,5.0,5.0,5.0,5.0,9,0
1656,2,231546,236547,23.336,23.041,5.0,5.0,5.0,5.0,9,0
1657,2,236547,241546,23.041,22.619,5.0,5.0,5.0,5.0,9,0
1658,2,241546,246547,22.619,22.217,5.0,5.0,5.0,5.0,9,0
1659,2,246547,251547,22.217,21.972,5.0,5.336,5.0,4.666,9,0
1660,2,251547,256548,21.972,21.617,5.336,6.259,4.666,4.219,9,1
1661,2,256548,261547,21.617,21.298,6.259,6.334,4.219,4.21,9,0
1662,2,261547,266548,21.298,20.983,6.334,6.596,4.21,4.05,9,0
1663,2,266548,271548,20.983,20.557,6.596,6.422,4.05,3.788,9,0
1664,2,271548,276548,20.557,20.269,6.422,6.407,3.788,3.691,9,0
1665,2,276548,281548,20.269,19.977,6.407,6.407,3.691,3.708,9,0
1666,2,281548,286549,19.977,19.717,6.407,6.407,3.708,3.683,9,0
1667,2,286549,291549,19.717,19.449,6.407,6.481,3.683,3.64,9,1
1668,2,291549,296549,19.449,19.264,6.481,6.52,3.64,3.613,9,0
1669,2,296549,301549,19.264,19.149,6.52,5.946,3.613,3.59,9,0
1670,2,301549,306550,19.149,18.913,5.946,5.946,3.59,3.418,9,0
1671,2,306550,311549,18.913,18.664,5.946,6.034,3.418,3.269,9,0
1672,2,311549,316550,18.664,18.365,6.034,6.12,3.269,3.197,9,0
1673,2,316550,321550,18.365,18.01,6.12,6.168,3.197,3.232,9,0
1674,2,321550,326551,18.01,17.813,6.168,6.168,3.232,3.311,9,0
1675,2,326551,331550,17.813,18.03,6.168,6.205,3.311,3.453,9,0
1676,2,331550,336551,18.03,18.306,6.205,6.366,3.453,3.32,9,0
1677,2,336551,341551,18.306,18.858,6.366,6.862,3.32,3.197,9,0
1678,2,341551,346551,18.858,20.624,6.862,6.966,3.197,3.112,9,1
1679,2,346551,351551,20.624,21.972,6.966,6.966,3.112,3.194,9,0
1680,2,351551,356552,21.972,21.586,6.966,7.073,3.194,2.99,9,0
1681,2,356552,361552,21.586,21.893,7.073,7.316,2.99,3.343,9,0
1682,2,361552,366552,21.893,22.528,7.316,7.376,3.343,3.779,9,0
1683,2,366552,371552,22.528,22.843,7.376,7.613,3.779,3.466,9,0
1684,2,371552,376553,22.843,24.038,7.613,7.74,3.466,3.799,9,1
1685,2,376553,381552,24.038,24.357,7.74,7.807,3.799,4.551,9,0
1686,2,381552,386553,24.357,24.18,7.807,7.39,4.551,3.459,9,0
1687,2,386553,391553,24.18,24.101,7.39,7.678,3.459,3.186,9,0
1688,2,1611662,1616663,39.529,36.236,5.0,6.179,5.0,4.574,5,1
1689,2,1616663,1621662,36.236,35.302,6.179,6.179,4.574,4.671,5,0
1690,2,1621662,1626663,35.302,34.758,6.179,6.179,4.671,4.671,5,0
1691,2,1626663,1631663,34.758,33.962,6.179,6.179,4.671,4.671,5,0
1692,2,1631663,1636663,33.962,33.54,6.179,6.474,4.671,4.901,5,1
1693,2,1636663,1641663,33.54,32.956,6.474,6.331,4.901,4.876,5,0
1694,2,1641663,1646664,32.956,32.432,6.331,6.244,4.876,4.839,5,0
1695,2,1646664,1651664,32.432,31.978,6.244,5.945,4.839,4.698,5,0
1696,2,1651664,1656664,31.978,32.065,5.945,5.956,4.698,4.668,5,0
1697,2,1656664,1661664,32.065,31.257,5.956,5.978,4.668,4.668,5,1
1698,2,1661664,1666665,31.257,30.808,5.978,6.602,4.668,4.668,5,0
1699,2,1666665,1671664,30.808,30.212,6.602,6.602,4.668,4.676,5,0
1700,2,1671664,1676665,30.212,29.558,6.602,6.972,4.676,4.682,5,0
1701,2,1676665,1681665,29.558,29.601,6.972,6.984,4.682,4.701,5,0
1702,2,1681665,1686666,29.601,31.099,6.984,6.984,4.701,4.707,5,0
1703,2,1686666,1691665,31.099,30.938,6.984,7.327,4.707,4.707,5,0
1704,2,1691665,1696666,30.938,30.733,7.327,7.57,4.707,5.219,5,0
1705,2,1696666,1701666,30.733,30.382,7.57,7.473,5.219,5.185,5,0
1706,2,1701666,1706666,30.382,30.169,7.473,7.418,5.185,5.174,5,0
1707,2,1706666,1711666,30.169,32.747,7.418,7.418,5.174,5.174,5,0
1708,2,1711666,1716667,32.747,31.844,7.418,7.675,5.174,5.364,5,0
1709,2,1716667,1721667,31.844,31.249,7.675,7.958,5.364,5.746,5,0
1710,2,1721667,1726667,31.249,30.89,7.958,8.263,5.746,5.822,5,0
1711,2,1726667,1731667,30.89,30.78,8.263,8.765,5.822,6.131,5,0
1712,2,1731667,1736668,30.78,30.796,8.765,9.243,6.131,6.575,5,0
1713,2,1736668,1741667,30.796,30.386,9.243,8.584,6.575,6.599,5,0
1714,2,1741667,1746668,30.386,30.015,8.584,8.171,6.599,6.536,5,0
1715,2,1746668,1751668,30.015,33.611,8.171,8.202,6.536,6.828,5,1
1716,2,1751668,1756669,33.611,32.546,8.202,8.995,6.828,6.196,5,0
1717,2,1756669,1761668,32.546,32.53,8.995,8.62,6.196,6.225,5,0
1718,2,1761668,1766669,32.53,32.113,8.62,8.658,6.225,6.27,5,0
1719,2,1766669,1771669,32.113,32.254,8.658,8.861,6.27,6.373,5,0
1720,2,1771669,1776669,32.254,31.426,8.861,8.393,6.373,5.111,5,0
1721,2,1776669,1781669,31.426,30.839,8.393,8.393,5.111,5.111,5,0
1722,2,1894760,1899760,10.026,10.16,5.0,5.0,5.051,5.073,21,0
1723,2,1899760,1904760,10.16,10.141,5.0,5.0,5.073,4.72,21,0
1724,2,1904760,1909761,10.141,10.074,5.0,4.996,4.72,4.576,21,0
1725,2,1909761,1914760,10.074,10.05,4.996,5.0,4.576,4.878,21,0
1726,2,1914760,1919761,10.05,10.014,5.0,4.973,4.878,4.29,21,0
1727,2,1919761,1924761,10.014,9.975,4.973,4.89,4.29,4.112,21,0
1728,2,1924761,1929762,9.975,10.003,4.89,4.888,4.112,4.145,21,0
1729,2,1929762,1934761,10.003,9.884,4.888,5.0,4.145,5.0,21,0
1730,2,1934761,1939762,9.884,9.892,5.0,5.0,5.0,5.0,21,0
1731,2,1939762,1944762,9.892,9.912,5.0,5.0,5.0,5.0,21,0
1732,2,1944762,1949762,9.912,9.845,5.0,5.0,5.0,5.007,21,1
1733,2,1949762,1954762,9.845,9.813,5.0,5.0,5.007,5.0,21,0
1734,2,1954762,1959763,9.813,9.908,5.0,5.076,5.0,5.0,21,0
1735,2,1959763,1964763,9.908,9.888,5.076,5.0,5.0,5.0,21,0
1736,2,1964763,1969763,9.888,9.865,5.0,5.0,5.0,5.0,21,0
1737,2,1969763,1974763,9.865,9.809,5.0,5.0,5.0,5.0,21,0
1738,2,1974763,1979764,9.809,9.825,5.0,5.0,5.0,5.0,21,0
1739,2,1979764,1984763,9.825,9.715,5.0,5.0,5.0,5.0,21,0
1740,2,1984763,1989764,9.715,9.77,5.0,5.0,5.0,5.0,21,0
1741,2,1989764,1994764,9.77,9.644,5.0,5.0,5.0,5.0,21,0
1742,2,1994764,1999765,9.644,9.529,5.0,5.0,5.0,5.136,21,0
1743,2,1999765,2004764,9.529,9.596,5.0,4.977,5.136,5.279,21,0
1744,2,2004764,2009765,9.596,9.549,4.977,4.97,5.279,5.29,21,0
1745,2,2009765,2014765,9.549,9.719,4.97,4.964,5.29,5.299,21,0
1746,2,2014765,2019765,9.719,9.782,4.964,4.954,5.299,5.346,21,0
1747,2,2019765,2024765,9.782,9.932,4.954,4.942,5.346,5.404,21,0
1748,2,2024765,2029766,9.932,10.081,4.942,4.931,5.404,5.553,21,1
1749,2,2029766,2034766,10.081,10.215,4.931,4.922,5.553,5.574,21,0
1750,2,2034766,2039766,10.215,10.491,4.922,4.922,5.574,5.614,21,1
1751,2,2039766,2044766,10.491,10.555,4.922,4.922,5.614,5.644,21,0
1752,2,2044766,2049767,10.555,10.515,4.922,4.97,5.644,5.99,21,0
1753,2,2049767,2054766,10.515,10.862,4.97,4.975,5.99,5.994,21,1
1754,2,2054766,2059767,10.862,11.103,4.975,4.975,5.994,5.855,21,0
1755,2,2059767,2064757,11.103,10.921,4.975,5.0,5.855,5.0,21,0
1756,2,757020,762020,16.283,16.358,5.0,5.0,5.0,5.0,28,0
1757,2,762020,767020,16.358,16.441,5.0,5.0,5.0,5.0,28,0
1758,2,767020,772020,16.441,16.362,5.0,5.0,5.0,5.0,28,0
1759,2,772020,777021,16.362,16.291,5.0,5.0,5.0,5.0,28,0
1760,2,777021,782020,16.291,16.248,5.0,4.224,5.0,4.049,28,0
1761,2,782020,787021,16.248,16.145,4.224,4.701,4.049,1.829,28,0
1762,2,787021,792021,16.145,16.137,4.701,4.429,1.829,2.204,28,0
1763,2,792021,797022,16.137,16.05,4.429,4.395,2.204,1.74,28,1
1764,2,797022,802021,16.05,15.916,4.395,4.32,1.74,1.946,28,0
1765,2,802021,807022,15.916,15.877,4.32,4.268,1.946,2.06,28,0
1766,2,807022,812022,15.877,15.719,4.268,4.049,2.06,2.624,28,0
1767,2,812022,817022,15.719,15.849,4.049,4.349,2.624,3.865,28,0
1768,2,817022,822022,15.849,15.806,4.349,4.321,3.865,4.056,28,0
1769,2,822022,827023,15.806,15.976,4.321,5.083,4.056,4.9,28,0
1770,2,827023,832023,15.976,16.145,5.083,5.019,4.9,5.0,28,0
1771,2,832023,837023,16.145,16.121,5.019,5.0,5.0,5.0,28,0
1772,2,837023,842023,16.121,16.027,5.0,5.004,5.0,5.0,28,0
1773,2,842023,847024,16.027,15.999,5.004,5.021,5.0,5.0,28,0
1774,2,847024,852023,15.999,15.841,5.021,5.054,5.0,5.0,28,0
1775,2,852023,857024,15.841,15.995,5.054,5.054,5.0,5.0,28,0
1776,2,857024,862024,15.995,17.17,5.054,6.053,5.0,5.231,28,1
1777,2,862024,867025,17.17,17.245,6.053,6.431,5.231,5.346,28,0
1778,2,867025,872024,17.245,17.509,6.431,6.462,5.346,5.408,28,0
1779,2,872024,877025,17.509,17.363,6.462,7.04,5.408,6.466,28,0
1780,2,877025,882025,17.363,17.513,7.04,7.134,6.466,6.38,28,0
1781,2,882025,887025,17.513,17.304,7.134,7.406,6.38,7.121,28,0
1782,2,887025,892025,17.304,17.178,7.406,7.358,7.121,7.221,28,0
1783,2,892025,897026,17.178,18.349,7.358,8.221,7.221,7.355,28,1
1784,2,897026,902026,18.349,18.164,8.221,8.187,7.355,7.393,28,0
1785,2,902026,907026,18.164,18.802,8.187,8.079,7.393,7.257,28,1
1786,2,907026,912026,18.802,18.44,8.079,7.668,7.257,7.06,28,0
1787,2,912026,917027,18.44,18.444,7.668,7.088,7.06,6.645,28,0
1788,2,917027,922026,18.444,18.57,7.088,7.203,6.645,6.272,28,0
1789,2,506641,511640,21.468,21.503,6.703,7.134,4.728,5.596,4,0
1790,2,511640,516641,21.503,21.893,7.134,7.631,5.596,6.812,4,0
1791,2,516641,521641,21.893,21.767,7.631,7.309,6.812,6.564,4,0
1792,2,521641,526641,21.767,21.822,7.309,7.246,6.564,6.588,4,0
1793,2,526641,531641,21.822,21.692,7.246,7.191,6.588,6.528,4,0
1794,2,531641,536642,21.692,21.42,7.191,7.033,6.528,7.017,4,0
1795,2,536642,541642,21.42,21.424,7.033,7.038,7.017,7.796,4,0
1796,2,541642,546642,21.424,21.058,7.038,7.038,7.796,7.766,4,0
1797,2,546642,551642,21.058,20.774,7.038,7.038,7.766,7.583,4,0
1798,2,551642,556643,20.774,20.304,7.038,6.994,7.583,7.487,4,0
1799,2,556643,561642,20.304,20.107,6.994,6.815,7.487,7.056,4,1
1800,2,561642,566643,20.107,19.595,6.815,6.722,7.056,6.736,4,0
1801,2,566643,571643,19.595,19.295,6.722,6.722,6.736,6.686,4,0
1802,2,571643,576644,19.295,18.791,6.722,6.72,6.686,6.668,4,0
1803,2,576644,581643,18.791,18.286,6.72,6.412,6.668,6.548,4,1
1804,2,581643,586644,18.286,17.974,6.412,6.286,6.548,6.491,4,0
1805,2,586644,591644,17.974,17.336,6.286,6.286,6.491,6.48,4,0
1806,2,591644,596643,17.336,17.001,6.286,6.286,6.48,6.47,4,0
1807,2,596643,601643,17.001,16.65,6.286,6.286,6.47,6.459,4,0
1808,2,601643,606644,16.65,16.102,6.286,5.193,6.459,6.136,4,1
