,Video,Start,End,ValenceStart,ValenceEnd,ArousalStart,ArousalEnd,gsrStart,gsrEnd,sktStart,sktEnd,bvpStart,bvpEnd,rspStart,rspEnd,emg_zygoStart,emg_zygoEnd,emg_coruStart,emg_coruEnd,emg_trapStart,emg_trapEnd,user,Probe
2206,3,1962802,1967802,5.0,5.036,5.0,4.207,26.628,26.191,24.474,24.478,36.71,35.741,31.869,32.285,4.701,4.824,6.302,6.138,13.571,13.531,14,0
2207,3,1967802,1972802,5.036,5.036,4.207,4.092,26.191,26.001,24.478,24.478,35.741,35.209,32.285,32.547,4.824,4.865,6.138,6.015,13.531,13.982,14,1
2208,3,1972802,1977803,5.036,5.036,4.092,4.081,26.001,25.934,24.478,24.481,35.209,35.877,32.547,32.518,4.865,10.163,6.015,6.385,13.982,13.202,14,0
2209,3,1977803,1982802,5.036,5.036,4.081,4.081,25.934,25.647,24.481,24.485,35.877,34.995,32.518,32.072,10.163,4.783,6.385,6.385,13.202,13.038,14,0
2210,3,1982802,1987803,5.036,5.036,4.081,4.045,25.647,25.248,24.485,24.485,34.995,35.47,32.072,32.043,4.783,4.824,6.385,6.262,13.038,13.448,14,1
2211,3,1987803,1992803,5.036,5.017,4.045,4.0,25.248,25.103,24.485,24.485,35.47,37.514,32.043,32.518,4.824,4.701,6.262,6.302,13.448,13.079,14,0
2212,3,1992803,1997804,5.017,4.99,4.0,3.945,25.103,24.862,24.485,24.495,37.514,38.105,32.518,32.159,4.701,4.742,6.302,6.22,13.079,13.448,14,0
2213,3,1997804,2002803,4.99,4.956,3.945,3.907,24.862,24.811,24.495,24.492,38.105,34.143,32.159,32.324,4.742,4.783,6.22,6.262,13.448,13.777,14,0
2214,3,2002803,2007804,4.956,4.949,3.907,3.907,24.811,24.48,24.492,24.495,34.143,36.981,32.324,32.237,4.783,4.701,6.262,6.302,13.777,12.996,14,0
2215,3,2007804,2012804,4.949,4.936,3.907,3.872,24.48,24.369,24.495,24.513,36.981,34.269,32.237,32.15,4.701,4.742,6.302,6.22,12.996,13.613,14,0
2216,3,2012804,2017804,4.936,4.931,3.872,3.851,24.369,24.109,24.513,24.527,34.269,36.226,32.15,32.334,4.742,4.701,6.22,6.138,13.613,13.407,14,0
2217,3,2017804,2022803,4.931,4.924,3.851,3.851,24.109,23.951,24.527,24.544,36.226,33.833,32.334,32.121,4.701,4.742,6.138,6.302,13.407,13.531,14,1
2218,3,2022803,2027804,4.924,4.924,3.851,3.711,23.951,23.514,24.544,24.565,33.833,38.066,32.121,33.079,4.742,5.44,6.302,6.343,13.531,13.366,14,0
2219,3,2027804,2032804,4.924,4.964,3.711,3.604,23.514,23.589,24.565,24.583,38.066,37.485,33.079,32.101,5.44,4.824,6.343,6.343,13.366,13.038,14,0
2220,3,2032804,2037804,4.964,4.964,3.604,3.604,23.589,23.218,24.583,24.601,37.485,37.097,32.101,32.227,4.824,4.742,6.343,6.138,13.038,13.531,14,0
2221,3,2037804,2042804,4.964,4.963,3.604,3.604,23.218,23.21,24.601,24.618,37.097,35.586,32.227,32.411,4.742,4.824,6.138,6.138,13.531,18.787,14,0
2222,3,2042804,2047805,4.963,4.961,3.604,3.617,23.21,23.052,24.618,24.629,35.586,34.385,32.411,32.14,4.824,4.947,6.138,6.138,18.787,13.654,14,0
2223,3,2047805,2052804,4.961,4.951,3.617,3.658,23.052,22.855,24.629,24.646,34.385,36.749,32.14,32.121,4.947,4.742,6.138,6.22,13.654,13.407,14,0
2224,3,2052804,2057805,4.951,4.951,3.658,3.658,22.855,22.705,24.646,24.671,36.749,36.119,32.121,32.353,4.742,4.742,6.22,6.015,13.407,13.941,14,0
2225,3,2057805,2062805,4.951,4.949,3.658,3.658,22.705,22.52,24.671,24.674,36.119,35.567,32.353,32.111,4.742,4.906,6.015,6.179,13.941,13.202,14,0
2226,3,1114215,1119216,5.0,5.0,5.0,5.0,11.556,11.493,24.576,24.58,36.468,35.673,36.36,35.692,5.727,6.426,5.604,5.81,6.097,5.892,25,1
2227,3,1119216,1124216,5.0,5.082,5.0,3.773,11.493,11.406,24.58,24.583,35.673,36.991,35.692,35.083,6.426,5.153,5.81,5.81,5.892,5.892,25,0
2228,3,1124216,1129216,5.082,5.159,3.773,1.981,11.406,11.284,24.583,24.576,36.991,35.693,35.083,35.189,5.153,5.687,5.81,5.358,5.892,6.262,25,0
2229,3,1129216,1134216,5.159,3.882,1.981,2.497,11.284,11.244,24.576,24.59,35.693,35.945,35.189,35.199,5.687,5.727,5.358,5.81,6.262,7.986,25,0
2230,3,1134216,1139217,3.882,3.848,2.497,2.544,11.244,11.15,24.59,24.597,35.945,36.371,35.199,35.112,5.727,5.44,5.81,5.645,7.986,5.768,25,1
2231,3,1139217,1144216,3.848,3.829,2.544,2.59,11.15,11.032,24.597,24.58,36.371,37.126,35.112,35.063,5.44,4.988,5.645,5.727,5.768,5.81,25,0
2232,3,1144216,1149217,3.829,3.828,2.59,2.61,11.032,10.937,24.58,24.583,37.126,35.848,35.063,35.179,4.988,5.03,5.727,5.851,5.81,6.672,25,0
2233,3,1149217,1154217,3.828,2.967,2.61,2.654,10.937,10.827,24.583,24.59,35.848,36.4,35.179,36.012,5.03,5.481,5.851,5.933,6.672,6.672,25,0
2234,3,1154217,1159218,2.967,2.967,2.654,2.745,10.827,10.76,24.59,24.59,36.4,36.477,36.012,36.002,5.481,5.358,5.933,5.687,6.672,6.302,25,0
2235,3,1159218,1164217,2.967,2.967,2.745,2.745,10.76,10.712,24.59,24.587,36.477,37.349,36.002,36.051,5.358,4.988,5.687,5.81,6.302,6.056,25,0
2236,3,1164217,1169218,2.967,2.97,2.745,2.751,10.712,10.685,24.587,24.594,37.349,36.187,36.051,36.205,4.988,5.07,5.81,5.768,6.056,6.919,25,1
2237,3,1169218,1174218,2.97,2.973,2.751,2.751,10.685,10.507,24.594,24.601,36.187,36.623,36.205,35.78,5.07,5.153,5.768,5.768,6.919,6.631,25,0
2238,3,1174218,1179218,2.973,2.977,2.751,2.751,10.507,10.432,24.601,24.601,36.623,36.109,35.78,35.799,5.153,5.194,5.768,5.974,6.631,6.508,25,0
2239,3,1179218,1184218,2.977,3.841,2.751,2.93,10.432,10.318,24.601,24.59,36.109,36.012,35.799,35.325,5.194,5.235,5.974,5.81,6.508,7.288,25,0
2240,3,1184218,1189219,3.841,4.953,2.93,2.508,10.318,10.156,24.59,24.594,36.012,35.78,35.325,34.937,5.235,5.153,5.81,5.933,7.288,16.734,25,0
2241,3,1189219,1194219,4.953,4.018,2.508,2.257,10.156,10.05,24.594,24.597,35.78,36.119,34.937,35.944,5.153,5.153,5.933,5.851,16.734,7.945,25,0
2242,3,1194219,1199219,4.018,4.049,2.257,2.187,10.05,9.963,24.597,24.59,36.119,36.477,35.944,35.16,5.153,5.317,5.851,5.892,7.945,6.754,25,1
2243,3,1199219,1204219,4.049,4.366,2.187,2.319,9.963,9.872,24.59,24.59,36.477,36.652,35.16,35.238,5.317,5.03,5.892,5.974,6.754,6.754,25,0
2244,3,1204219,1209220,4.366,4.415,2.319,2.342,9.872,9.746,24.59,24.597,36.652,35.77,35.238,35.344,5.03,4.906,5.974,5.687,6.754,6.919,25,0
2245,3,1209220,1214219,4.415,4.422,2.342,2.343,9.746,9.656,24.597,24.594,35.77,36.284,35.344,35.044,4.906,5.03,5.687,5.933,6.919,6.713,25,0
2246,3,1214219,1219220,4.422,4.422,2.343,2.343,9.656,9.541,24.594,24.597,36.284,36.981,35.044,34.966,5.03,5.481,5.933,5.81,6.713,6.385,25,0
2247,3,1219220,1224220,4.422,4.438,2.343,2.328,9.541,9.38,24.597,24.594,36.981,36.342,34.966,35.421,5.481,5.03,5.81,5.892,6.385,7.288,25,0
2248,3,844120,849121,5.0,5.0,5.0,5.0,16.338,17.083,24.373,24.359,37.649,34.792,33.195,32.605,9.054,5.112,5.81,5.358,12.873,13.366,23,1
2249,3,849121,854120,5.0,5.0,5.0,5.0,17.083,16.279,24.359,24.373,34.792,36.807,32.605,32.721,5.112,4.865,5.358,5.399,13.366,13.407,23,1
2250,3,854120,859121,5.0,5.0,5.0,4.924,16.279,15.656,24.373,24.352,36.807,36.119,32.721,31.946,4.865,5.07,5.399,5.727,13.407,13.284,23,0
2251,3,859121,864121,5.0,4.991,4.924,3.523,15.656,15.987,24.352,24.352,36.119,37.775,31.946,32.847,5.07,5.153,5.727,5.399,13.284,13.325,23,0
2252,3,864121,869122,4.991,4.997,3.523,3.558,15.987,15.684,24.352,24.362,37.775,34.928,32.847,32.14,5.153,5.194,5.399,5.604,13.325,12.915,23,0
2253,3,869122,874121,4.997,4.863,3.558,3.606,15.684,15.719,24.362,24.352,34.928,37.136,32.14,32.392,5.194,5.153,5.604,5.44,12.915,13.818,23,0
2254,3,874121,879122,4.863,4.824,3.606,3.606,15.719,15.948,24.352,24.341,37.136,36.584,32.392,32.324,5.153,5.112,5.44,5.604,13.818,12.915,23,0
2255,3,879122,884122,4.824,4.126,3.606,3.466,15.948,15.731,24.341,24.338,36.584,35.809,32.324,32.605,5.112,5.44,5.604,5.317,12.915,13.366,23,0
2256,3,884122,889122,4.126,3.835,3.466,3.514,15.731,15.912,24.338,24.331,35.809,36.584,32.605,31.995,5.44,5.44,5.317,5.522,13.366,13.079,23,0
2257,3,889122,894122,3.835,3.745,3.514,3.51,15.912,16.421,24.331,24.324,36.584,37.272,31.995,32.479,5.44,5.276,5.522,5.276,13.079,13.571,23,0
2258,3,894122,899123,3.745,3.745,3.51,3.51,16.421,15.676,24.324,24.317,37.272,36.865,32.479,31.908,5.276,5.522,5.276,5.44,13.571,13.818,23,0
2259,3,899123,904122,3.745,3.745,3.51,3.505,15.676,15.522,24.317,24.303,36.865,36.681,31.908,32.518,5.522,5.112,5.44,5.44,13.818,13.859,23,0
2260,3,904122,909123,3.745,3.745,3.505,3.501,15.522,15.455,24.303,24.306,36.681,36.293,32.518,32.082,5.112,5.153,5.44,5.563,13.859,13.161,23,0
2261,3,909123,914123,3.745,3.745,3.501,3.501,15.455,15.538,24.306,24.299,36.293,35.499,32.082,32.556,5.153,5.07,5.563,5.481,13.161,13.448,23,1
2262,3,914123,919124,3.745,3.739,3.501,3.493,15.538,15.412,24.299,24.303,35.499,36.642,32.556,33.64,5.07,5.563,5.481,5.604,13.448,12.915,23,0
2263,3,919124,924123,3.739,3.737,3.493,3.493,15.412,16.046,24.303,24.289,36.642,35.373,33.64,31.995,5.563,4.824,5.604,5.399,12.915,13.12,23,0
2264,3,924123,929124,3.737,3.737,3.493,3.459,16.046,15.51,24.289,24.306,35.373,35.431,31.995,32.353,4.824,5.317,5.399,5.768,13.12,18.459,23,0
2265,3,929124,934124,3.737,3.737,3.459,3.459,15.51,15.341,24.306,24.282,35.431,36.274,32.353,32.15,5.317,5.112,5.768,5.399,18.459,12.996,23,0
2266,3,934124,939124,3.737,3.739,3.459,3.264,15.341,15.337,24.282,24.289,36.274,36.032,32.15,31.995,5.112,5.276,5.399,5.604,12.996,13.654,23,0
2267,3,939124,944124,3.739,3.771,3.264,3.309,15.337,15.558,24.289,24.26,36.032,35.644,31.995,32.14,5.276,4.947,5.604,5.399,13.654,12.381,23,0
2268,3,944124,949125,3.771,3.771,3.309,3.276,15.558,15.313,24.26,24.26,35.644,37.427,32.14,32.43,4.947,5.03,5.399,5.563,12.381,12.75,23,0
2269,3,949125,954125,3.771,3.771,3.276,3.245,15.313,15.364,24.26,24.26,37.427,36.361,32.43,32.198,5.03,5.194,5.563,5.522,12.75,13.407,23,0
2270,3,954125,959125,3.771,3.696,3.245,3.242,15.364,15.325,24.26,24.257,36.361,36.874,32.198,31.898,5.194,5.399,5.522,5.768,13.407,12.996,23,0
2271,3,1595355,1600356,5.0,5.0,5.0,5.0,22.343,22.359,26.304,26.304,36.69,36.574,40.91,40.997,5.235,5.358,8.602,10.163,8.849,8.767,12,0
2272,3,1600356,1605356,5.0,5.0,5.0,5.0,22.359,22.043,26.304,26.29,36.574,36.545,40.997,41.2,5.358,5.317,10.163,9.382,8.767,8.849,12,0
2273,3,1605356,1610356,5.0,5.0,5.0,5.0,22.043,21.85,26.29,26.283,36.545,37.95,41.2,40.997,5.317,5.194,9.382,8.931,8.849,8.849,12,0
2274,3,1610356,1615356,5.0,5.092,5.0,4.285,21.85,21.625,26.283,26.262,37.95,37.126,40.997,40.977,5.194,5.112,8.931,9.424,8.849,8.972,12,0
2275,3,1615356,1620357,5.092,4.922,4.285,3.779,21.625,21.263,26.262,26.273,37.126,37.059,40.977,41.055,5.112,5.194,9.424,8.602,8.972,9.095,12,1
2276,3,1620357,1625357,4.922,5.036,3.779,3.157,21.263,21.054,26.273,26.255,37.059,36.816,41.055,41.316,5.194,5.276,8.602,10.574,9.095,9.259,12,0
2277,3,1625357,1630357,5.036,5.036,3.157,3.201,21.054,20.817,26.255,26.245,36.816,35.412,41.316,41.471,5.276,5.153,10.574,10.82,9.259,8.972,12,0
2278,3,1630357,1635357,5.036,5.036,3.201,3.228,20.817,20.703,26.245,26.252,35.412,35.702,41.471,41.461,5.153,5.153,10.82,8.233,8.972,9.876,12,0
2279,3,1635357,1640358,5.036,5.036,3.228,3.069,20.703,20.478,26.252,26.252,35.702,37.465,41.461,41.258,5.153,5.317,8.233,8.315,9.876,8.972,12,0
2280,3,1640358,1645356,5.036,5.036,3.069,3.063,20.478,20.269,26.252,26.252,37.465,38.017,41.258,42.052,5.317,5.07,8.315,10.409,8.972,9.095,12,1
2281,3,1645356,1650357,5.036,5.036,3.063,2.901,20.269,19.867,26.252,26.245,38.017,36.642,42.052,41.258,5.07,5.317,10.409,10.122,9.095,8.767,12,0
2282,3,1650357,1655357,5.036,5.036,2.901,2.901,19.867,19.622,26.245,26.259,36.642,35.383,41.258,41.539,5.317,5.44,10.122,12.668,8.767,9.013,12,0
2283,3,1655357,1660358,5.036,5.036,2.901,2.749,19.622,19.484,26.259,26.262,35.383,35.209,41.539,41.549,5.44,5.358,12.668,10.204,9.013,10.984,12,0
2284,3,1660358,1665357,5.036,5.036,2.749,2.687,19.484,19.102,26.262,26.276,35.209,37.959,41.549,41.655,5.358,5.358,10.204,10.245,10.984,9.095,12,0
2285,3,1665357,1670358,5.036,5.036,2.687,2.699,19.102,18.787,26.276,26.252,37.959,37.485,41.655,41.674,5.358,5.235,10.245,10.532,9.095,8.89,12,1
2286,3,1670358,1675358,5.036,5.036,2.699,2.634,18.787,18.664,26.252,26.269,37.485,35.819,41.674,41.471,5.235,5.317,10.532,11.559,8.89,9.301,12,0
2287,3,1675358,1680358,5.036,5.036,2.634,2.634,18.664,18.653,26.269,26.259,35.819,35.906,41.471,41.936,5.317,5.81,11.559,12.668,9.301,8.931,12,0
2288,3,1680358,1685358,5.036,5.036,2.634,2.634,18.653,18.838,26.259,26.252,35.906,35.925,41.936,41.626,5.81,5.358,12.668,12.627,8.931,8.767,12,0
2289,3,1685358,1690359,5.036,5.036,2.634,2.634,18.838,18.787,26.252,26.266,35.925,35.354,41.626,42.274,5.358,5.44,12.627,11.149,8.767,9.588,12,0
2290,3,1690359,1695359,5.036,5.036,2.634,2.634,18.787,18.31,26.266,26.252,35.354,36.497,42.274,41.8,5.44,5.399,11.149,12.339,9.588,9.013,12,0
2291,3,1695359,1700359,5.036,5.036,2.634,2.663,18.31,18.266,26.252,26.262,36.497,36.865,41.8,42.149,5.399,5.481,12.339,10.861,9.013,9.136,12,0
2292,3,1700359,1705359,5.036,5.036,2.663,2.663,18.266,17.951,26.262,26.252,36.865,35.751,42.149,41.791,5.481,5.317,10.861,15.132,9.136,9.013,12,0
2293,3,491626,496626,5.0,5.0,5.0,5.0,15.179,14.659,31.391,31.447,37.078,38.502,42.342,42.662,15.05,13.982,6.508,6.96,9.013,9.259,7,0
2294,3,496626,501626,5.0,5.0,5.0,5.0,14.659,14.58,31.447,31.51,38.502,38.269,42.662,41.955,13.982,14.023,6.96,6.631,9.259,8.89,7,0
2295,3,501626,506627,5.0,5.0,5.0,5.0,14.58,14.674,31.51,31.535,38.269,35.422,41.955,42.062,14.023,14.023,6.631,6.631,8.89,8.479,7,0
2296,3,506627,511626,5.0,5.0,5.0,5.0,14.674,14.639,31.535,31.584,35.422,35.838,42.062,43.068,14.023,14.968,6.631,6.795,8.479,8.561,7,0
2297,3,511626,516627,5.0,5.0,5.0,5.0,14.639,14.69,31.584,31.609,35.838,37.33,43.068,42.023,14.968,14.146,6.795,6.508,8.561,8.767,7,0
2298,3,516627,521627,5.0,5.0,5.0,5.0,14.69,14.58,31.609,31.616,37.33,39.712,42.023,42.662,14.146,14.927,6.508,6.795,8.767,8.808,7,0
2299,3,521627,526628,5.0,5.266,5.0,5.0,14.58,14.469,31.616,31.609,39.712,35.296,42.662,42.062,14.927,15.995,6.795,6.385,8.808,9.424,7,0
2300,3,526628,531627,5.266,5.256,5.0,5.0,14.469,14.41,31.609,31.651,35.296,35.838,42.062,42.4,15.995,17.145,6.385,6.877,9.424,9.916,7,1
2301,3,531627,536628,5.256,5.256,5.0,5.0,14.41,14.253,31.651,31.668,35.838,35.451,42.4,42.071,17.145,19.157,6.877,6.672,9.916,9.629,7,0
2302,3,536628,541628,5.256,5.707,5.0,4.961,14.253,14.201,31.668,31.721,35.451,35.683,42.071,42.042,19.157,19.773,6.672,6.795,9.629,9.67,7,0
2303,3,541628,546628,5.707,5.636,4.961,4.981,14.201,14.568,31.721,31.735,35.683,35.567,42.042,42.691,19.773,19.773,6.795,6.672,9.67,9.547,7,0
2304,3,546628,551628,5.636,5.387,4.981,5.009,14.568,14.604,31.735,31.752,35.567,35.993,42.691,41.984,19.773,16.898,6.672,6.59,9.547,9.834,7,0
2305,3,551628,556629,5.387,5.387,5.009,5.009,14.604,14.647,31.752,31.777,35.993,35.586,41.984,42.091,16.898,17.555,6.59,6.713,9.834,9.506,7,0
2306,3,556629,561629,5.387,5.385,5.009,5.009,14.647,14.58,31.777,31.78,35.586,36.419,42.091,41.984,17.555,18.335,6.713,6.713,9.506,9.424,7,0
2307,3,561629,566629,5.385,5.377,5.009,5.009,14.58,14.489,31.78,31.794,36.419,36.855,41.984,41.897,18.335,18.459,6.713,6.877,9.424,9.67,7,0
2308,3,566629,571629,5.377,5.368,5.009,5.009,14.489,14.493,31.794,31.763,36.855,36.09,41.897,41.897,18.459,19.198,6.877,6.837,9.67,8.479,7,0
2309,3,571629,576630,5.368,5.361,5.009,5.009,14.493,14.533,31.763,31.749,36.09,37.756,41.897,42.584,19.198,18.705,6.837,6.713,8.479,9.177,7,0
2310,3,576630,581629,5.361,5.356,5.009,5.009,14.533,14.418,31.749,31.735,37.756,37.95,42.584,42.081,18.705,19.157,6.713,6.631,9.177,9.506,7,1
2311,3,581629,586630,5.356,5.146,5.009,5.0,14.418,14.367,31.735,31.714,37.95,35.625,42.081,42.613,19.157,20.266,6.631,7.288,9.506,9.793,7,0
2312,3,586630,591630,5.146,5.0,5.0,5.0,14.367,14.197,31.714,31.679,35.625,35.48,42.613,42.139,20.266,20.923,7.288,7.042,9.793,9.916,7,0
2313,3,591630,596631,5.0,5.0,5.0,5.0,14.197,14.272,31.679,31.651,35.48,35.451,42.139,42.12,20.923,21.991,7.042,7.658,9.916,9.67,7,1
2314,3,596631,601630,5.0,5.0,5.0,5.0,14.272,14.142,31.651,31.626,35.451,35.887,42.12,42.052,21.991,23.962,7.658,7.781,9.67,9.752,7,0
2315,3,221547,226548,5.0,5.0,5.0,5.0,22.922,22.954,29.431,29.424,37.64,37.707,32.769,32.024,5.317,14.434,7.247,6.097,6.467,6.22,11,0
2316,3,226548,231548,5.0,5.004,5.0,3.289,22.954,22.989,29.424,29.431,37.707,36.429,32.024,32.924,14.434,6.672,6.097,6.22,6.22,6.302,11,0
2317,3,231548,236548,5.004,5.004,3.289,2.994,22.989,22.84,29.431,29.417,36.429,37.504,32.924,32.789,6.672,5.481,6.22,7.001,6.302,6.508,11,0
2318,3,236548,241548,5.004,5.014,2.994,2.307,22.84,22.796,29.417,29.417,37.504,37.0,32.789,32.711,5.481,8.767,7.001,6.097,6.508,6.302,11,0
2319,3,241548,246549,5.014,5.014,2.307,1.828,22.796,22.717,29.417,29.393,37.0,35.499,32.711,32.614,8.767,5.768,6.097,6.59,6.302,9.547,11,0
2320,3,246549,251548,5.014,5.014,1.828,1.696,22.717,22.595,29.393,29.386,35.499,37.398,32.614,31.956,5.768,5.81,6.59,6.179,9.547,6.385,11,0
2321,3,251548,256549,5.014,4.417,1.696,1.677,22.595,22.489,29.386,29.365,37.398,36.816,31.956,32.295,5.81,5.81,6.179,6.22,6.385,6.015,11,1
2322,3,256549,261549,4.417,4.145,1.677,1.613,22.489,22.382,29.365,29.344,36.816,35.102,32.295,32.547,5.81,5.276,6.22,6.549,6.015,6.713,11,0
2323,3,261549,266550,4.145,3.82,1.613,1.673,22.382,22.52,29.344,29.34,35.102,35.925,32.547,33.302,5.276,5.235,6.549,6.837,6.713,6.467,11,0
2324,3,266550,271549,3.82,3.82,1.673,1.673,22.52,22.295,29.34,29.316,35.925,35.344,33.302,32.237,5.235,4.824,6.837,6.22,6.467,5.81,11,0
2325,3,271549,276550,3.82,3.82,1.673,1.589,22.295,22.244,29.316,29.298,35.344,36.129,32.237,32.682,4.824,4.988,6.22,7.001,5.81,6.302,11,0
2326,3,276550,281550,3.82,3.778,1.589,1.242,22.244,22.165,29.298,29.291,36.129,35.499,32.682,32.837,4.988,4.988,7.001,6.795,6.302,6.837,11,0
2327,3,281550,286550,3.778,3.774,1.242,1.403,22.165,22.323,29.291,29.263,35.499,35.441,32.837,33.263,4.988,6.467,6.795,7.617,6.837,6.262,11,1
2328,3,286550,291550,3.774,3.774,1.403,1.284,22.323,22.173,29.263,29.263,35.441,36.206,33.263,33.321,6.467,4.824,7.617,7.534,6.262,6.056,11,0
2329,3,291550,296551,3.774,3.266,1.284,1.323,22.173,22.035,29.263,29.232,36.206,34.715,33.321,33.031,4.824,4.66,7.534,6.426,6.056,12.791,11,0
2330,3,296551,301551,3.266,3.266,1.323,1.323,22.035,22.031,29.232,29.214,34.715,35.451,33.031,32.769,4.66,4.619,6.426,6.59,12.791,5.974,11,0
2331,3,301551,306551,3.266,3.266,1.323,1.32,22.031,21.956,29.214,29.204,35.451,37.795,32.769,33.544,4.619,6.302,6.59,6.22,5.974,6.22,11,0
2332,3,306551,311551,3.266,3.266,1.32,1.32,21.956,21.917,29.204,29.186,37.795,38.841,33.544,33.011,6.302,4.906,6.22,6.056,6.22,6.795,11,0
2333,3,311551,316552,3.266,3.266,1.32,1.32,21.917,21.755,29.186,29.169,38.841,35.528,33.011,33.96,4.906,4.66,6.056,7.001,6.795,6.015,11,0
2334,3,316552,321551,3.266,2.685,1.32,2.378,21.755,21.684,29.169,29.155,35.528,38.938,33.96,33.96,4.66,4.783,7.001,7.699,6.015,6.343,11,0
2335,3,321551,326552,2.685,2.551,2.378,2.807,21.684,21.578,29.155,29.133,38.938,35.615,33.96,33.253,4.783,4.66,7.699,8.479,6.343,6.426,11,0
2336,3,326552,331552,2.551,2.52,2.807,2.897,21.578,21.503,29.133,29.105,35.615,37.988,33.253,33.979,4.66,4.455,8.479,6.795,6.426,6.22,11,0
2337,3,331552,336553,2.52,2.486,2.897,2.938,21.503,21.491,29.105,29.095,37.988,35.499,33.979,33.573,4.455,4.537,6.795,7.001,6.22,6.262,11,0
2338,3,221531,226532,5.0,5.0,5.0,5.0,7.874,7.937,29.088,29.088,34.124,35.218,27.116,27.146,6.96,7.575,7.001,5.768,5.03,5.07,1,0
2339,3,226532,231531,5.0,5.0,5.0,5.0,7.937,7.905,29.088,29.105,35.218,39.606,27.146,27.194,7.575,7.658,5.768,5.892,5.07,5.276,1,0
2340,3,231531,236532,5.0,4.963,5.0,4.558,7.905,7.826,29.105,29.084,39.606,34.114,27.194,27.223,7.658,7.658,5.892,5.481,5.276,5.07,1,0
2341,3,236532,241532,4.963,5.774,4.558,4.482,7.826,7.791,29.084,29.098,34.114,36.952,27.223,27.155,7.658,7.452,5.481,5.851,5.07,5.153,1,0
2342,3,241532,246533,5.774,5.774,4.482,4.473,7.791,7.724,29.098,29.091,36.952,34.424,27.155,27.116,7.452,7.083,5.851,6.302,5.153,5.153,1,0
2343,3,246533,251532,5.774,5.761,4.473,4.473,7.724,7.68,29.091,29.116,34.424,36.032,27.116,27.242,7.083,7.658,6.302,5.892,5.153,5.276,1,0
2344,3,251532,256533,5.761,5.754,4.473,4.462,7.68,7.621,29.116,29.105,36.032,34.511,27.242,27.32,7.658,7.452,5.892,5.727,5.276,5.235,1,0
2345,3,256533,261533,5.754,5.627,4.462,3.74,7.621,7.582,29.105,29.116,34.511,37.63,27.32,27.126,7.452,7.699,5.727,5.645,5.235,5.07,1,0
2346,3,261533,266533,5.627,5.614,3.74,3.719,7.582,7.535,29.116,29.112,37.63,35.451,27.126,27.175,7.699,8.767,5.645,6.015,5.07,5.07,1,0
2347,3,266533,271533,5.614,5.6,3.719,3.679,7.535,7.468,29.112,29.112,35.451,38.376,27.175,27.513,8.767,8.438,6.015,5.892,5.07,5.153,1,0
2348,3,271533,276534,5.6,5.31,3.679,3.138,7.468,7.432,29.112,29.116,38.376,38.26,27.513,27.175,8.438,9.793,5.892,5.81,5.153,5.03,1,0
2349,3,276534,281534,5.31,5.306,3.138,3.138,7.432,7.377,29.116,29.126,38.26,34.986,27.175,27.146,9.793,9.013,5.81,5.892,5.03,5.317,1,0
2350,3,281534,286534,5.306,5.306,3.138,3.138,7.377,7.341,29.126,29.133,34.986,38.25,27.146,27.213,9.013,9.054,5.892,5.727,5.317,5.153,1,0
2351,3,286534,291534,5.306,5.288,3.138,3.112,7.341,7.274,29.133,29.13,38.25,37.514,27.213,27.262,9.054,9.834,5.727,6.097,5.153,5.07,1,0
2352,3,291534,296535,5.288,5.184,3.112,2.528,7.274,7.251,29.13,29.137,37.514,33.426,27.262,27.291,9.834,9.259,6.097,5.604,5.07,5.235,1,0
2353,3,296535,301534,5.184,5.188,2.528,2.531,7.251,7.203,29.137,29.133,33.426,39.102,27.291,27.194,9.259,7.863,5.604,5.933,5.235,5.03,1,0
2354,3,301534,306535,5.188,5.188,2.531,2.531,7.203,7.188,29.133,29.144,39.102,37.833,27.194,27.116,7.863,8.644,5.933,6.343,5.03,5.07,1,0
2355,3,306535,311535,5.188,5.188,2.531,2.531,7.188,7.14,29.144,29.14,37.833,33.494,27.116,27.116,8.644,9.67,6.343,6.097,5.07,5.276,1,0
2356,3,311535,316536,5.188,5.188,2.531,2.531,7.14,7.101,29.14,29.155,33.494,39.587,27.116,27.262,9.67,8.397,6.097,7.083,5.276,5.194,1,0
2357,3,316536,321535,5.188,5.182,2.531,1.968,7.101,7.073,29.155,29.155,39.587,35.373,27.262,27.465,8.397,8.274,7.083,6.097,5.194,5.03,1,1
2358,3,321535,326536,5.182,5.152,1.968,1.757,7.073,7.03,29.155,29.158,35.373,35.722,27.465,27.358,8.274,19.609,6.097,11.395,5.03,5.112,1,1
2359,3,326536,331536,5.152,5.144,1.757,1.757,7.03,6.998,29.158,29.183,35.722,36.39,27.358,27.204,19.609,7.945,11.395,6.262,5.112,5.03,1,1
2360,3,331536,336536,5.144,5.144,1.757,1.757,6.998,6.967,29.183,29.193,36.39,33.223,27.204,27.155,7.945,10.368,6.262,13.243,5.03,5.276,1,0
2361,3,1330247,1335247,5.0,5.0,5.0,5.0,30.413,30.2,26.108,26.105,35.635,36.148,34.395,34.405,4.947,4.988,6.138,6.302,19.239,16.98,10,1
2362,3,1335247,1340247,5.0,5.0,5.0,5.0,30.2,30.204,26.105,26.105,36.148,36.7,34.405,34.589,4.988,4.947,6.302,7.083,16.98,15.378,10,0
